date,open,high,low,close,volume,average,barCount
2026-04-09 01:34:55-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:56-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:57-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:58-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:34:59-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:35:00-04:00,4742.9,4743.1,4742.9,4743.1,2.0,4743.0,2
2026-04-09 01:35:01-04:00,4743.1,4743.1,4743.1,4743.1,0.0,4743.1,0
2026-04-09 01:35:02-04:00,4742.6,4742.6,4742.1,4742.1,9.0,4742.26,5
2026-04-09 01:35:03-04:00,4742.7,4742.7,4742.7,4742.7,1.0,4742.7,1
2026-04-09 01:35:04-04:00,4742.9,4743.4,4742.9,4743.0,7.0,4743.16,5
2026-04-09 01:35:05-04:00,4742.7,4742.7,4742.7,4742.7,1.0,4742.7,1
2026-04-09 01:35:06-04:00,4742.4,4742.4,4742.4,4742.4,2.0,4742.4,2
2026-04-09 01:35:07-04:00,4742.1,4742.3,4742.1,4742.3,2.0,4742.2,2
2026-04-09 01:35:08-04:00,4742.3,4742.4,4742.3,4742.4,2.0,4742.35,2
2026-04-09 01:35:09-04:00,4742.4,4742.4,4742.4,4742.4,0.0,4742.4,0
2026-04-09 01:35:10-04:00,4742.0,4742.0,4741.7,4741.7,2.0,4741.85,2
2026-04-09 01:35:11-04:00,4741.4,4741.4,4741.4,4741.4,5.0,4741.4,2
2026-04-09 01:35:12-04:00,4741.4,4741.4,4741.4,4741.4,2.0,4741.4,1
2026-04-09 01:35:13-04:00,4741.4,4741.4,4741.4,4741.4,1.0,4741.4,1
2026-04-09 01:35:14-04:00,4741.4,4741.4,4741.4,4741.4,0.0,4741.4,0
2026-04-09 01:35:15-04:00,4741.4,4741.4,4741.4,4741.4,0.0,4741.4,0
2026-04-09 01:35:16-04:00,4741.4,4741.4,4741.4,4741.4,0.0,4741.4,0
2026-04-09 01:35:17-04:00,4741.9,4741.9,4741.9,4741.9,1.0,4741.9,1
2026-04-09 01:35:18-04:00,4741.5,4741.6,4741.5,4741.6,2.0,4741.55,2
2026-04-09 01:35:19-04:00,4741.6,4741.6,4741.6,4741.6,0.0,4741.6,0
2026-04-09 01:35:20-04:00,4741.6,4741.6,4741.6,4741.6,0.0,4741.6,0
2026-04-09 01:35:21-04:00,4741.6,4741.6,4741.6,4741.6,0.0,4741.6,0
2026-04-09 01:35:22-04:00,4741.5,4741.5,4741.2,4741.2,2.0,4741.35,2
2026-04-09 01:35:23-04:00,4741.1,4741.1,4740.8,4740.8,8.0,4740.96,5
2026-04-09 01:35:24-04:00,4740.8,4740.8,4740.8,4740.8,0.0,4740.8,0
2026-04-09 01:35:25-04:00,4741.1,4741.1,4740.3,4740.7,19.0,4740.73,13
2026-04-09 01:35:26-04:00,4740.5,4740.5,4740.4,4740.4,2.0,4740.45,2
2026-04-09 01:35:27-04:00,4740.5,4740.5,4740.5,4740.5,2.0,4740.5,1
2026-04-09 01:35:28-04:00,4740.2,4740.2,4740.2,4740.2,2.0,4740.2,1
